date,python,C,C++,fortran,matlab,R
2008-08-01,3.223207091055,2.229384904646,4.405049691108999,0.026860059092000003,0.05372011818400001,0.0
2008-09-01,3.883705793013,2.299848123237,5.445866782382,0.021696680407,0.079554494828,0.043393360815
2008-10-01,3.52875798833,2.104751319811,5.619616560154999,0.020839121978,0.145873853848,0.0
2008-11-01,3.605615826419,2.0660497766429997,5.85513720485,0.031908104657999994,0.087747287811,0.007977026164000001
2008-12-01,3.681959238446,1.585171517235,5.292292208336,0.033548603539,0.109032961502,0.008387150884
2009-01-01,4.022182559918,2.033401325854,5.424528301886,0.019122896481,0.121111677715,0.05099439061700001
2009-02-01,3.6161894906280003,1.9087041508559999,4.846498792687,0.028745544440000003,0.155225939979,0.051741979993
2009-03-01,3.7752631318870002,2.124820872658,5.193457528289,0.039531551118999995,0.11365320946699999,0.019765775559
2009-04-01,3.637484586929,2.167314806032,4.832590344304,0.037939865313,0.151759461253,0.05690979797
2009-05-01,3.911424652165,1.8812463256899998,4.761904761904,0.054869684498999996,0.164609053497,0.007838526357000001
2009-06-01,3.7236893828390003,1.786799128042,4.466997820105,0.06432476860900001,0.15366472501099998,0.01786799128
2009-07-01,3.617764471057,1.681012974051,4.568987025948,0.043662674650000004,0.121631736526,0.159056886227
2009-08-01,3.507363611102,1.6363580227849999,4.322455154527001,0.040137083577,0.104973910895,0.14511099447300002
2009-09-01,3.5644351976499995,1.75009178803,4.470077101945,0.018357606167999998,0.156039652429,0.422224941867
2009-10-01,3.9460886480469997,2.15367514242,4.682506599972,0.041684035014,0.194525496734,0.202862303737
2009-11-01,4.07874015748,2.517060367454,4.590551181102,0.020997375328,0.307086614173,0.246719160104
2009-12-01,4.247527399091,2.2721197540760003,4.418604651162,0.034750066827,0.26998128842499997,0.213846565089
2010-01-01,4.365773769462001,2.198591106923,4.482433705747,0.024678063445000002,0.206398348813,0.210885269439
2010-02-01,4.1892591176,2.326366233941,5.12070555943,0.029248318221,0.24973564020000003,0.274484217157
2010-03-01,3.999614123094,2.1493343623379997,4.698051321628,0.036658306,0.235384912213,0.26818444916
2010-04-01,3.647636685723,2.377405588211,5.0104678315480005,0.026169578870999997,0.37241323777999996,0.322087124567
2010-05-01,3.893283697843,2.289824724678,4.692104854971,0.034899953466,0.399410578563,0.26950519621499996
2010-06-01,3.986771004644,2.08736197206,5.105452442484,0.025301357237,0.26385701118599997,0.318074205266
2010-07-01,4.28938001821,2.1306183262969998,4.443340783047,0.038076318185,0.249979306348,0.387385150235
2010-08-01,3.9388381139110002,2.158375762942,4.168116125359,0.036368236298,0.221371873122,0.44748742924
2010-09-01,3.694747404958,2.2619223872739997,4.495879188669,0.032900689269,0.271430686472,0.388228133379
2010-10-01,4.214045767817,2.272619742299,4.625672244389,0.037850710488999996,0.255492295803,0.33750216853000004
2010-11-01,3.7655150490550002,2.4202754056669997,4.876674324851,0.028898810813,0.225410724348,0.349675610848
2010-12-01,3.5899216060629997,2.121843269981,4.535855824582001,0.039052330122,0.258902484885,0.322543319158
2011-01-01,3.6505621085980002,1.8347124066290001,4.389980131284,0.040240436608,0.222579914992,0.314378411005
2011-02-01,3.65106888649,1.982563144939,4.173689507572,0.036377305411000004,0.349222131952,0.390449744752
2011-03-01,3.7323319354930002,2.100744075782,4.162640821571,0.033866903069999996,0.42831671530800003,0.42034803223300005
2011-04-01,3.5089193789000004,2.141071165927,4.373542327653,0.057781606538,0.40026894711399996,0.5000735402259999
2011-05-01,3.514565632912,1.8233310316529998,3.883835199695,0.032023377065,0.303221351586,0.426311207181
2011-06-01,3.512664640324,1.7852077001009998,3.86018237082,0.034447821681,0.31610942249199997,0.449848024316
2011-07-01,3.652735812367,1.652356877175,3.8392118147999996,0.020941155353,0.28320419620799997,0.45272783478399997
2011-08-01,3.5815894882639996,1.7070340283749998,3.699509602066,0.036499082843,0.238647849361,0.5493579904910001
2011-09-01,3.458207590755,1.882452398037,3.8779502403439996,0.040303158390999995,0.26147902761200004,0.601598364281
2011-10-01,3.584495204192,2.114110550776,4.306338376347,0.041530703055,0.396519331553,0.614061109463
2011-11-01,3.568240998886,2.022432623917,4.124916038682,0.032204341144999996,0.397493582134,0.55851528786
2011-12-01,3.499193088586,1.9375537538290002,4.215266570674,0.055082575545,0.374948058097,0.593345638329
2012-01-01,3.63354037267,1.9263285024149999,3.923395445134,0.05348516218,0.394237405106,0.595238095238
2012-02-01,3.6371142699859997,1.948482984166,4.132532461224,0.044522876663,0.449276300877,0.658129067771
2012-03-01,3.7776028193299998,2.047763656131,3.925317737037,0.047238780789,0.431147602444,0.666591684474
2012-04-01,3.827006845052,2.076073428749,4.128811449906,0.052893590541000006,0.48226509022999997,0.654947106409
2012-05-01,3.804955915919,1.8521281198250001,3.72215840432,0.046247258731,0.402052781548,0.653429010457
2012-06-01,4.049253903103,1.771452683263,3.567455598603,0.041428516628,0.395872492232,0.747247688825
2012-07-01,4.05089807646,1.677966341594,3.7359697668819996,0.048123876519,0.392068052823,0.792628554443
2012-08-01,4.163794879811,1.6463332314880001,3.667123784079,0.046895983286999995,0.423484939994,0.773783724251
2012-09-01,3.9889049319850005,1.921118626035,3.730526635762,0.037236872101999996,0.41872482711400005,0.804012462953
2012-10-01,4.109258240652,2.113658621661,3.965709226042,0.046955285152,0.506446289861,0.8492198714760001
2012-11-01,4.339174137462,2.168568323825,4.256995381689,0.051616408584,0.5704971475139999,0.913474599293
2012-12-01,4.273415389643,1.903092339347,4.22067551607,0.051997058452000006,0.49917176113999995,0.901777556583
2013-01-01,4.18943068675,1.854097523615,3.853714577482,0.054250702067,0.46145008935400006,0.9618330354860001
2013-02-01,4.41727223748,2.030907107846,3.983626591676,0.051249030867,0.531544435537,1.088713386509
2013-03-01,4.409712369778,1.990306160857,4.1560742846880006,0.054433744288000005,0.572712479804,1.070144249422
2013-04-01,4.6491305240309995,2.066215067006,4.174071141608,0.055130348083,0.612885252631,1.076801266825
2013-05-01,4.710031158667,1.926885824013,4.121277263834,0.050119562329,0.611096350329,1.0742494142649999
2013-06-01,4.822989732642,1.8641354071360001,3.929043407542,0.054640642472,0.569914608112,1.1283928026830001
2013-07-01,4.894190423124,1.714217486724,3.738870379004,0.047190730148,0.563445946714,1.119500574248
2013-08-01,4.680201009767,1.774760534138,3.685768885952,0.047185391401999996,0.538503279384,1.131859576275
2013-09-01,4.825167199767,2.056678297954,3.9691770863620004,0.055127459532,0.540370262673,1.037123194727
2013-10-01,5.164201690735,2.308023102004,4.341151943039,0.08437348604,0.6020456487770001,1.136592508723
2013-11-01,5.397305612265,2.439052130545,4.624474685379,0.067672465268,0.682411414468,1.244832155225
2013-12-01,5.12685277803,2.121790791427,4.2502500682,0.056379012457000006,0.63896214119,1.156072868358
2014-01-01,5.225870181737,1.982537945978,4.0866942122420005,0.059481449223,0.5900347329169999,1.248048264947
2014-02-01,5.282515280113,2.121333440093,4.0974724424149995,0.05124509568400001,0.659246803854,1.398030266634
2014-03-01,5.517874396135,2.202898550724,4.1864734299510005,0.06714975845400001,0.685990338164,1.3579710144919999
2014-04-01,5.55206185567,2.0670103092780003,4.194329896907,0.054639175257,0.7278350515459999,1.409793814432
2014-05-01,5.261929962329,1.8562145060139998,3.8598108504889996,0.062594603207,0.713578476561,1.470404133519
2014-06-01,5.499821073803,1.71152161305,3.500166586458,0.09008008489699999,0.634879502461,1.480151531978
2014-07-01,5.6150444231779995,1.605916295293,3.550456689524,0.06512001902600001,0.626850965758,1.4937966103609999
2014-08-01,5.598369061289,1.643833934086,3.610048449195,0.048510601715000004,0.5661617060990001,1.520408225924
2014-09-01,5.303437894825,1.95380272154,3.741362946663,0.051384044346999995,0.6480434769460001,1.429080951027
2014-10-01,5.565461842724,2.208876162375,3.9710981651740003,0.063890712032,0.713833500804,1.6135308911589998
2014-11-01,5.766043739491,2.211080108715,3.9502943888339996,0.07894562394099999,0.739437256308,1.6301367386409997
2014-12-01,5.84545342844,2.039021424922,3.931890346821,0.073722944002,0.644752413779,1.526840971849
2015-01-01,5.8615780705730005,1.943964864455,3.7128577919119996,0.052703316673999995,0.613054672118,1.628956534908
2015-02-01,6.093581929006,2.0102784749610003,3.8681725827649998,0.070515118919,0.709931875224,1.7748296880599999
2015-03-01,6.1514329319989995,2.0757376632180002,3.916716126844,0.07313040529,0.731304052908,1.8886722062060002
2015-04-01,6.071049840933,2.0949098621420004,3.788441145281,0.06839872746499999,0.807529162248,1.7651113467650001
2015-05-01,6.080099718187,1.9087361803590002,3.694450466074,0.06557554736599999,0.754389768046,1.857251246477
2015-06-01,6.328144251475,1.697076186292,3.4911128491379997,0.079818292852,0.653545753559,1.8379635085760002
2015-07-01,6.346958116154,1.448834957456,3.450833350501,0.07725746307,0.57788582377,2.050413069902
2015-08-01,6.228012740125,1.426605555493,3.257721204319,0.081567878902,0.564316549956,1.9387630536349998
2015-09-01,6.211806283167,1.7460793919580002,3.348304043224,0.068529226865,0.52954402578,1.8865359891709998
2015-10-01,6.743909685086,1.9867120401870002,3.8075946632089996,0.056716901636,0.570409982174,1.988332523091
2015-11-01,6.944695463582,2.0411621181990003,4.002123621904,0.062127236579999995,0.632003433941,1.999932224832
2015-12-01,6.806719745966,1.8019332695130001,3.8297648789369996,0.044946181325,0.509584627238,1.8556352004480001
2016-01-01,6.868645293345001,1.6947738447499998,3.391772532093,0.060626960642,0.516719692081,1.968429483614
2016-02-01,7.086011958881,1.753184934803,3.5069047033269998,0.059366542941,0.57227208061,1.921122722945
2016-03-01,7.026583967653,1.723284836792,3.5085439542579997,0.067971791706,0.617243843804,2.02166101068
2016-04-01,6.997674442429,1.7200930223020001,3.530852055608,0.043540174775,0.569607933532,2.114003544682
2016-05-01,6.972598146955001,1.44858892963,3.264912962263,0.050024746284000006,0.601893489864,2.0233413337440003
2016-06-01,7.061996968818001,1.257885723352,3.128026394261,0.07277024845800001,0.5383904096469999,2.11416721837
2016-07-01,7.314333287714001,1.337758313945,3.118584918571,0.07527028876399999,0.507504219698,2.1349390994929998
2016-08-01,7.168791081897,1.2296811156510001,2.784131284419,0.064398649848,0.518520163439,2.100173210161
2016-09-01,7.256361229592,1.476099426386,3.02397411384,0.053537284894,0.496543609354,1.9414619797019999
2016-10-01,7.7715285733199995,1.8461697877499998,3.4373183045399998,0.066201910069,0.512920885839,2.1794820132279997
2016-11-01,8.166121452266,1.8809896793210001,3.5028105418349997,0.064504238849,0.44634629561300004,2.049737375598
2016-12-01,8.115538195524,1.739665874684,3.2516886638710005,0.060953613056,0.45279826841899995,1.959845252459
2017-01-01,8.148359649373,1.5749650229840002,3.225309082602,0.053107957627,0.449990006567,1.992976044313
2017-02-01,8.512403837842001,1.57086466707,2.978649840089,0.04898147347700001,0.48750972426300004,2.120033422652
2017-03-01,8.575849997746001,1.486901345673,3.116032392313,0.06360271839,0.537868657882,2.30522293504
2017-04-01,8.836838804806,1.6117824517390003,3.320170160839,0.064968447932,0.533306216068,2.410046946765
2017-05-01,8.753449115403,1.48406643943,2.8674998647399996,0.056808959584,0.536709408645,2.3362008331979998
2017-06-01,9.070988126178001,1.331770541371,2.654481419196,0.07757336911900001,0.45185071939300003,2.518586465995
2017-07-01,9.494395903055999,1.151142157633,2.820579052581,0.066822398418,0.40935738190900006,2.57350463826
2017-08-01,9.363653953403,1.163770045867,2.724758425239,0.063167958479,0.40803086693699997,2.600698831108
2017-09-01,9.61904880509,1.308235469931,2.783347239691,0.057908566731000005,0.359282182841,2.6289243950729997
2017-10-01,10.048957066136,1.6520784499890002,3.09586683678,0.048066937661,0.411239355546,2.695309022935
2017-11-01,10.140018876264,1.762182956405,3.0076580289829997,0.059137665315999996,0.446220565571,2.692257147294
2017-12-01,10.373492971831,1.525084726929,3.096005333629,0.064586921495,0.345852547363,2.580698927718
2018-01-01,10.226492793411,1.3959814372869999,2.994717057167,0.053522066832999995,0.361431368968,2.643360430191
2018-02-01,10.758746264324,1.415763397304,3.014269786711,0.059374979382999994,0.35163182234999996,2.97204757915
2018-03-01,10.457115487955,1.44097100535,3.028550734795,0.061914441251,0.328263358332,2.981238756103
2018-04-01,10.55111746604,1.359609586273,2.898884088153,0.052220944328,0.37549345684,2.942401541761
2018-05-01,10.589384094224,1.426745910236,2.824559077045,0.059071017829,0.317054646719,2.853491820472
2018-06-01,11.00449951861,1.202491436505,2.683337372202,0.073354597433,0.298658003838,2.938768559695
2018-07-01,11.358323461029,1.013626947272,2.4795849197649997,0.057650032626,0.292051264182,2.791275206051
2018-08-01,11.330673010513,1.074361138822,2.495971145729,0.051160054228999996,0.257718773181,2.625789783337
2018-09-01,11.219505347968,1.2899694000720001,2.6241542910080002,0.046320990426,0.301086437775,2.638190954773
2018-10-01,11.447437362303999,1.545347229674,2.721401922846,0.044188850521,0.326366224567,2.751071579625
2018-11-01,12.181105613353,1.707087594847,2.939683356234,0.044673981467,0.335054861002,2.864549841948
2018-12-01,12.0485991338,1.681039438886,2.726610708673,0.055957993176999996,0.320417002031,2.606262695948
2019-01-01,11.489191353082,1.551071365567,2.6488987800399997,0.061065801792999995,0.274796108072,2.676717645302
2019-02-01,12.118276370329,1.42205675771,2.583922108657,0.064355853268,0.24565943989599998,2.943069289802
2019-03-01,12.515417725979,1.498351247262,2.784000805497,0.059783019104999995,0.283812017016,2.8280514511540003
2019-04-01,13.085149247322999,1.603772961761,2.8898297807690003,0.058126861876,0.32101880536,3.037128533023
2019-05-01,12.652563604452999,1.402714325906,2.761217025495,0.053589850082,0.304792272343,2.873755710668
2019-06-01,12.847561566983002,1.28617363344,2.716333062271,0.058937190859,0.26633641945299996,2.945367462194
2019-07-01,13.239347824628,1.177725166162,2.8577943809899997,0.057679022944,0.25553148536799997,2.818894574818
2019-08-01,13.326433297601001,1.147377370347,2.4330018851879998,0.056186005248,0.23435478505100002,2.9209329834020004
2019-09-01,12.496481220831,1.486036002666,2.799466627157,0.060004444773,0.22297947996099998,2.917253129861
2019-10-01,13.555443535014,1.6429433691939999,3.210272873194,0.051072522982000004,0.287200031837,2.9084806919329997
2019-11-01,14.049564233008999,1.7144260014450001,3.224948512663,0.060011729565,0.27209863746,2.926253767781
2019-12-01,13.812327450771,1.637406384893,3.2046491054130004,0.039657723341,0.21964277543,2.853830783545
2020-01-01,13.755957792655,1.411962421136,2.918974019891,0.047524588808,0.22315893875499998,2.857674187949
2020-02-01,13.955236868669,1.379094294963,2.850777959553,0.048731247171,0.230429183055,3.26081659647
2020-03-01,14.686079076896998,1.609867472139,3.004999708943,0.042688329916,0.194684656132,3.312873118641
2020-04-01,15.2520113452,1.7944841134070002,3.4377724558820004,0.043592941254,0.237278034675,3.406319321053
2020-05-01,15.941652599229,1.8260615504470001,3.474115915681,0.05194130632300001,0.199649396182,3.253906419079
2020-06-01,15.93601860935,1.52493288768,3.307741560295,0.062266134859000004,0.175637493611,3.1926079524419997
2020-07-01,15.976629945769,1.276111962257,3.144378784562,0.047421025753,0.188468179275,3.003939592908
2020-08-01,15.69311543196,1.2901339100509999,3.254918763049,0.046246233992,0.15574099388499998,3.058372268581
2020-09-01,15.520498435260999,1.541927159446,2.799421153558,0.047049095017,0.17180048332199999,3.3918120317360003
2020-10-01,16.242813229350002,1.6984971822160002,3.0860420105879998,0.041270564125,0.22343029544,3.6076165537650002
2020-11-01,16.600699008244,2.022344366113,3.237393953877,0.065718723861,0.24943242920300002,3.591378898315
2020-12-01,16.744035572141,1.995290152204,3.352568973689,0.06319923559,0.21442597789499998,3.267550954383
2021-01-01,16.518825436858002,1.8548009367679998,2.960907944514,0.067735543145,0.20392722032000002,3.1295262114930003
2021-02-01,16.429742191449,1.7202555107910003,3.145631960294,0.050550696219999997,0.22135077587600002,3.319495718509
2021-03-01,16.231358432349,1.692288954448,2.92175278101,0.052778304057,0.20096354237099998,3.5070506401059998
2021-04-01,16.84136657433,1.7048938134809999,2.928162511542,0.043582640812,0.21865189289,3.5516158818089996
2021-05-01,16.924706465643,1.5797895116390002,3.1670910989410004,0.063101435557,0.165265664555,3.520158655037
2021-06-01,16.239836481957003,1.425522641537,2.926942903948,0.057862542645,0.157055472894,3.304176623532
2021-07-01,16.14941986605,1.146792081609,2.538844044362,0.064683924697,0.171142884094,3.147277211044
2021-08-01,15.922079901352,1.116014215153,2.397594785006,0.045028506508,0.135778265779,3.161001156886
2021-09-01,15.498728855686,1.269013904472,2.770242440597,0.051839963641,0.185345623428,3.069920038631
2021-10-01,16.151559544297,1.555277418253,2.871609609011,0.046935669686000006,0.16783057645500002,3.353766943065
2021-11-01,16.419425084038,1.6434224342659998,2.9246153954569998,0.05567340150299999,0.217055793205,3.240332912846
2021-12-01,16.55187986903,1.699597305332,2.9046705054379998,0.036882315306,0.180648074968,2.946821722931
2022-01-01,16.107267669923,1.469937950217,2.7694173026169997,0.052777975893000005,0.183296483845,3.02831467085
2022-02-01,16.502780835198,1.304769332818,2.538104366968,0.038632834994,0.16983868969000002,3.1635189410219997
2022-03-01,16.40441647109,1.40214956262,2.564940260294,0.034670364838,0.17535203755,3.390361638574
2022-04-01,17.019167217448,1.351331934825,2.777378660306,0.039512629672999997,0.188223799534,3.436880370125
2022-05-01,16.391117231881,1.34825271131,2.7598553967979997,0.039938027199,0.21277328283600003,3.383714925116
